"","V1","V2","V3","V4"
"1",-0.15,1.00574681784325,-0.0551839928823575,-0.0920944544008112
"2",-0.15,1.02026932703201,-0.0520980986314935,-0.195538456067661
"3",-0.15,1.01587668360586,-0.112247760821641,-0.139304976524759
"4",-0.15,1.00531309723263,0.00790994582838058,-0.102916744140395
"5",-0.15,1.0364908754098,-0.205436016280822,-0.179190898268941
"6",-0.15,1.0364374688176,-0.185886624521095,-0.199120038150824
"7",-0.15,1.00428380699877,0.0130472486921671,-0.0917373113924292
"8",-0.15,1.02653988980054,-0.165682370336977,-0.162275991789377
"9",-0.15,1.01288386905955,-0.133579772609646,-0.0899454087243629
"10",-0.15,1.01517597331495,-0.0557497366588063,-0.165753502703336
"11",-0.15,1.01525507958919,-0.154166916762219,-0.0835190900794006
"12",-0.15,1.00710616306662,-0.0286673264214406,-0.11593536165732
"13",-0.15,1.02271415930736,-0.21382934156564,-0.0148749565835243
"14",-0.15,1.00564359099927,-0.0743306578291038,-0.0761182331941242
"15",-0.15,1.01124249288733,-0.111746161328166,-0.10061895869769
"16",-0.15,1.02782773190871,-0.206454297348005,-0.117500934409702
"17",-0.15,1.04287190920137,-0.251951892652396,-0.155248390620253
"18",-0.15,1.00677850052209,-0.0641470704083581,-0.0974068912938815
"19",-0.15,1.01226763794303,-0.156853022530645,-0.00910495193661706
"20",-0.15,1.0027276910235,-0.0295555714506774,-0.0677443026499941
"21",-0.15,1.01876453921741,-0.159936301257694,-0.110912424492756
"22",-0.15,1.010790835742,-0.144538973078258,0.0284006845249741
"23",-0.15,1.02674964046008,-0.228737597772508,-0.0435193698272971
"24",-0.15,1.00485439471544,-0.0867476962276386,-0.046980759658857
"25",-0.15,1.00977853017342,-0.0406073232037159,-0.13417796131039
"26",-0.15,1.01344553914988,-0.0841394052834255,-0.141394558952365
"27",-0.15,1.00482100448883,-0.0506039439793892,-0.0842881481328416
"28",-0.15,1.01002421151725,-0.0688088941120326,-0.124154113673758
"29",-0.15,1.03967905826649,-0.127052112250733,-0.254539397678481
"30",-0.15,1.00437174957867,-0.0541295430769124,-0.076371486289085
"31",-0.15,1.00046084477146,-0.00906736730688212,-0.0289773147642145
"32",-0.15,1.00522507050463,-0.0475372774671643,-0.0906512527329646
"33",-0.15,1.02519588919994,-0.195768014839729,-0.112700912144321
"34",-0.15,1.02890383244893,-0.234904045742108,-0.0588488378992585
"35",-0.15,1.01414986991946,-0.129188018558819,-0.108675731046545
"36",-0.15,1.01758142146942,-0.0999712402719523,-0.159617356318812
"37",-0.15,1.02722674650527,-0.143784707591153,-0.185797595782976
"38",-0.15,1.0082384549488,-0.101853851952937,-0.0785530068163883
"39",-0.15,1.01895564244629,-0.0851708501454093,-0.176115097475053
"40",-0.15,1.00485354990749,-0.0662919364648087,-0.073048175346299
"41",-0.15,1.04445040895624,-0.253907779280659,-0.162503834999765
"42",-0.15,1.00853428710175,-0.127867617335762,0.0281297119912026
"43",-0.15,1.00389477306453,-0.0804821175241536,-0.0364327345270971
"44",-0.15,1.00518808073988,-0.0718881364338903,-0.0723544988344981
"45",-0.15,1.03652056820078,-0.27084517307949,-0.0319026726594011
"46",-0.15,1.02438252872695,-0.196998018941415,-0.10271974344875
"47",-0.15,1.04242614315425,-0.215272056990304,-0.200774015775478
"48",-0.15,1.00982451024788,-0.0471236951836685,-0.132381640908441
