"","theta_pred","phi_pred","","","",""
"1",1.97745804250958,0.101229096615671,0.42814494669045,-0.877827228952193,-0.214735327167063,11
"2",5.16617458590322,-0.216420827247297,0.870476666547443,-0.472630267504202,0.137444546037147,11
"3",5.7857664703612,0.137881010907552,-0.431185117162327,-0.89995276316552,-0.064532308252958,11
"4",4.26558469187414,-0.0645771823237902,-0.982658326654082,0.146859270902511,0.113203213767907,11
"5",2.99323966717028,0.113446401379631,-0.90763232644685,0.402207284796654,-0.120136838834647,11
"6",2.72445896236315,-0.120427718387609,-0.334146562810806,-0.875043350167927,0.350207381259467,11
"7",4.34761516671788,0.357792496658838,0.717205608799354,0.657197857522992,-0.231747903494157,11
"8",0.74176493209759,-0.23387411976724,0.777877872455491,0.563089671628886,-0.278991106039229,11
"9",0.626573201465964,-0.282743338823081,0.139864023124498,-0.970589080709195,0.195946144242518,11
"10",4.85550597904822,0.197222205475359,-0.957646937041878,-0.258392974392289,-0.12706460860135,11
"11",3.40513737064094,-0.127409035395586,-0.515641476333109,0.834894700120925,-0.192521966525907,11
"12",2.1240656996771,-0.193731546971371,-0.626093120613883,0.764936316681401,0.151260820247219,11
"13",2.25671072282867,0.151843644923507,-0.0188510958258632,0.981777749608648,-0.189095442989891,11
"14",1.58999494856683,-0.190240888467382,0.955338784231984,0.208297540619883,0.209618562903822,11
"15",0.214675497995303,0.211184839491314,-0.504019116644884,-0.785090458609635,0.359996808120051,11
"16",4.14166631498254,0.368264472170804,-0.154756288186166,-0.977092748940894,-0.146083028562412,11
"17",4.5553093477052,-0.146607657167524,-0.981743115626603,-0.115328310392154,-0.151260820247219,11
"18",3.25852971347341,-0.151843644923507,-0.832750011918931,0.510309863627458,0.214735327167063,11
"19",2.59181393921158,0.216420827247297,-0.75021905129278,0.654457791184202,-0.0941083133185143,11
"20",2.42426233102012,-0.0942477796076938,-0.198993685284174,0.960904160477006,-0.192521966525907,11
"21",1.77499984927823,-0.193731546971371,-0.617031288341612,0.778499737086706,0.114937150492867,11
"22",2.24100275956072,0.115191730631626,0.644041198166511,0.722855994395801,0.250380004054441,11
"23",0.842994028713261,0.253072741539178,0.829248997776483,-0.457770040472733,0.320612990585676,11
"24",5.77878515335323,0.32637657012294,0.955146575798708,0.182203953947733,0.233445363855905,11
"25",0.188495559215388,0.235619449019234,0.961168403772104,-0.253951646494505,0.107999355706023,11
"26",6.02487657788443,0.108210413623648,-0.828530130593993,-0.552560908954473,0.0906325801977802,11
"27",3.72976861151188,0.0907571211037051,-0.891623724261551,0.419566276918927,0.170209499166033,11
"28",2.70176968208722,0.171042266695444,-0.368333771382011,0.911658075216858,0.182235525492147,11
"29",1.95476876223365,0.183259571459405,-0.323851359982143,0.880202221256659,-0.346935651573256,11
"30",1.92335283569775,-0.354301838154849,-0.244037561883931,0.950463550481944,-0.192521966525907,11
"31",1.82212373908208,-0.193731546971371,0.997800665333121,-0.0540389523791916,0.0383878090875199,11
"32",6.22908010036776,0.0383972435438752,0.858969890299032,-0.400544237970997,-0.31895930929807,11
"33",5.846852994181,-0.324631240870945,0.733865336595207,0.633455566063881,-0.245307385878803,11
"34",0.712094334813686,-0.247836753783195,-0.182724767927197,-0.957876778290668,-0.221548497619467,11
"35",4.5238934211693,-0.223402144255274,-0.600308173749565,-0.751993060872895,-0.272280247040574,11
"36",4.03869188911488,-0.275762021815104,-0.77179514364956,-0.627220899369479,0.104528463267653,11
"37",3.82401639111958,0.10471975511966,-0.87819252379465,0.437850640694038,0.192521966525907,11
"38",2.6790804018113,0.193731546971371,-0.872452140808403,0.473702862513679,-0.120136838834647,11
"39",2.64417381677141,-0.120427718387609,0.998094302874768,0.0418325456662172,0.0453629881292538,11
"40",0.0418879020478639,0.0453785605518526,0.22455510177949,0.972655005805281,0.0593063735759616,11
"41",1.34390352403563,0.0593411945678072,0.701631237770271,0.66582318354429,-0.253757944584806,11
"42",0.759218224617533,-0.256563400043166,0.929079939044122,0.347368755225273,0.12706460860135,11
"43",0.357792496658838,0.127409035395586,-0.620327559824704,-0.749847209064362,-0.230049737188104,11
"44",4.02123859659494,-0.232128790515246,-0.926421673797929,-0.115391919371073,0.3583679495453,11
"45",3.26551103048139,0.366519142918809,-0.925485177243256,0.344184852172992,-0.158158067254484,11
"46",2.78554548618295,-0.158824961931484,0.0574504375016138,0.996371817088436,0.0627905195293134,11
"47",1.51320046147908,0.0628318530717959,0.656216837459627,0.718649135986518,-0.230049737188104,11
"48",0.830776723949301,-0.232128790515246,0.479690404050637,0.858304916396462,-0.182235525492147,11
"49",1.06116018521255,-0.183259571459405,0.930569109484662,0.305955555760211,0.201077921145965,11
"50",0.317649923862968,0.202458193231342,0.8659506032622,-0.409332974901284,-0.287360519849712,11
"51",5.84161700642502,-0.291469985083053,-0.759068182162056,-0.630190546491329,0.163325962241622,11
"52",3.83448836663154,0.164060949687467,-0.97900706499132,-0.121941776085681,0.163325962241622,11
"53",3.26551103048139,0.164060949687467,-0.936993023437225,0.322632571429207,-0.133986185418292,11
"54",2.80998009571087,-0.134390352403563,-0.455263913601836,0.845516842956394,-0.278991106039229,11
"55",2.06472450510929,-0.282743338823081,0.86746717778576,-0.411903700172038,-0.278991106039229,11
"56",5.83987167717303,-0.282743338823081,-0.993713398485718,0.0294927251546509,0.107999355706023,11
"57",3.11192205630589,0.108210413623648,0.304794345156312,0.949323231509696,0.0767190281268186,11
"58",1.26012771993991,0.0767944870877505,0.4786667159349,0.835799201445151,0.268919820615266,11
"59",1.05068820970059,0.272271363311115,0.343984235102969,-0.934921773469165,-0.0871557427476582,11
"60",5.06494548928754,-0.0872664625997165,0.0801479556241799,-0.974858468717672,-0.207911690817759,11
"61",4.79441945522842,-0.20943951023932,-0.991033967101767,-0.0832194473511843,0.104528463267653,11
"62",3.22536845768552,0.10471975511966,-0.479635339943333,-0.851215598541861,0.213030386274977,11
"63",4.19926218029836,0.214675497995303,0.857392911331749,-0.457805179354402,-0.23514211310259,11
"64",5.79274778736918,-0.237364778271229,0.151143866279796,0.976329979083437,-0.154710386299468,11
"65",1.4172073526194,-0.155334303427495,0.300601318365758,0.947615421235773,0.107999355706023,11
"66",1.26361837844389,0.108210413623648,0.787527941093146,0.584869864844948,0.194234351219972,11
"67",0.638790506229925,0.195476876223365,0.770593648306644,0.561926553326992,0.300705799504273,11
"68",0.630063859969953,0.305432619099008,-0.905020058679542,-0.292313514184945,0.309016994374947,11
"69",3.45400658969678,0.314159265358979,0.0987936348653705,0.989784578628567,0.102792536787247,11
"70",1.47131255943122,0.102974425867665,-0.166045246144188,0.961299444847737,0.219846204352837,11
"71",1.74183859349034,0.22165681500328,0.756968112816017,-0.576655170508703,0.307356617799807,11
"72",5.6321774961857,0.312413936106985,0.763420181519993,-0.613805584917242,-0.201077921145965,11
"73",5.60599755740579,-0.202458193231342,0.616544968918059,-0.70675876716831,0.346935651573256,11
"74",5.42971930295436,0.354301838154849,-0.0364688229417182,-0.994558999068352,0.0975828997591495,11
"75",4.67573706609281,0.0977384381116825,0.676765992847381,-0.705725051993646,-0.209618562903822,11
"76",5.47684319275821,-0.211184839491314,-0.982852236549993,-0.146888250930626,0.111468932206325,11
"77",3.28994564000931,0.111701072127637,-0.845446717376341,-0.453324552418476,0.282341456842876,11
"78",3.63377550265219,0.28623399732707,-0.638105049102589,-0.726339735290857,-0.255445757935791,11
"79",3.99156799931103,-0.258308729295161,0.381592000327858,0.916715902324737,-0.118403968306501,11
"80",1.17635191584418,-0.118682389135614,0.693287620844507,0.71792034756023,-0.0627905195293134,11
"81",0.802851455917391,-0.0628318530717959,-0.992419591499795,-0.0329219485549259,0.118403968306501,11
"82",3.17475390937769,0.118682389135614,0.563453692023086,0.807691926007997,-0.17364817766693,11
"83",0.961676417848876,-0.174532925199433,0.859590102376677,0.498286953761255,-0.113203213767907,11
"84",0.525344104850293,-0.113446401379631,0.737016005749126,-0.601095586788888,0.309016994374947,11
"85",5.59901624039781,0.314159265358979,0.967395454281153,0.0897425629473725,-0.236838146065619,11
"86",0.0925024503556995,-0.239110107523223,-0.331643214349517,-0.941751951394962,0.0558215049931638,11
