"","theta_pred","phi_pred","theta_resp","phi_resp"
"1",3.2328733734691,0.468620904160477,3.16428193386572,0.39706240482871
"2",3.16428193386572,0.39706240482871,2.53160008001778,0.54785885220102
"3",2.53160008001778,0.54785885220102,2.57994570029802,-0.442266432455363
"4",2.57994570029802,-0.442266432455363,0.520631715869908,-0.062482787221397
"5",0.520631715869908,-0.062482787221397,1.02049401364108,-0.0759218224617533
"6",1.02049401364108,-0.0759218224617533,5.32168342225591,-0.489564855184409
"7",5.32168342225591,-0.489564855184409,0.00349065850398866,-0.416610092451047
"8",0.00349065850398866,-0.416610092451047,3.81563881071,-0.747175452778773
"9",3.81563881071,-0.747175452778773,3.29779962164329,-0.471937029739267
"10",3.29779962164329,-0.471937029739267,2.94349778348844,-0.402996524285491
"11",2.94349778348844,-0.402996524285491,2.4326399114297,0.703193155628515
"12",2.4326399114297,0.703193155628515,1.17757364632057,0.101229096615671
"13",1.17757364632057,0.101229096615671,2.52915661906498,-0.411199571769864
"14",2.52915661906498,-0.411199571769864,0.334754150532512,0.330739893252925
"15",0.334754150532512,0.330739893252925,5.34960869028782,-0.358490628359635
"16",5.34960869028782,-0.358490628359635,5.3551937438942,-0.213104701668508
"17",5.3551937438942,-0.213104701668508,2.3399629281488,-0.0804596785169386
"18",2.3399629281488,-0.0804596785169386,2.7389451951547,0.449945881164138
"19",2.7389451951547,0.449945881164138,0.328121899374934,-0.383797902513553
"20",0.328121899374934,-0.383797902513553,4.82775524394151,-0.091106186954104
"21",4.82775524394151,-0.091106186954104,2.5551620249197,0.449945881164138
"22",2.5551620249197,0.449945881164138,0.594808209079667,-0.0745255590601579
"23",0.594808209079667,-0.0745255590601579,4.84660479986305,-0.203330857857339
"24",4.84660479986305,-0.203330857857339,4.04043721836687,0.405090919387884
"25",4.04043721836687,0.405090919387884,2.54364285185654,0.442266432455363
"26",2.54364285185654,0.442266432455363,1.49295464215595,-0.189542756766584
"27",1.49295464215595,-0.189542756766584,5.91352457160719,-0.277507351067098
"28",5.91352457160719,-0.277507351067098,0.904604151308661,0.41852995462824
"29",0.904604151308661,0.41852995462824,2.90859119844855,-0.524645973149495
"30",2.90859119844855,-0.524645973149495,3.74198591627584,0.365471945367613
"31",3.74198591627584,0.365471945367613,1.25506626510912,-0.0432841654494594
"32",1.25506626510912,-0.0432841654494594,1.88722452018147,-0.139626340159546
"33",1.88722452018147,-0.139626340159546,0.398284135305106,0.247662220857995
"34",0.398284135305106,0.247662220857995,6.00585248903769,-0.106814150222053
"35",6.00585248903769,-0.106814150222053,3.31455478246243,0.285012266850674
"36",3.31455478246243,0.285012266850674,3.64320028061296,0.267384441405531
"37",3.64320028061296,0.267384441405531,1.90520141147701,-0.122347580564802
"38",1.90520141147701,-0.122347580564802,2.13034888498428,0.328994564000931
"39",2.13034888498428,0.328994564000931,0.847880950618845,-0.5541420375082
"40",0.847880950618845,-0.5541420375082,0.660956187730253,0.1232202451908
"41",0.660956187730253,0.1232202451908,0.242949831877611,-0.118333323285216
"42",0.242949831877611,-0.118333323285216,5.96309192236383,0.350287580875262
"43",5.96309192236383,0.350287580875262,5.14994302385967,0.441568300754565
"44",5.14994302385967,0.441568300754565,5.25605904238092,-0.152716309549504
"45",5.25605904238092,-0.152716309549504,3.95683594719634,0.392524548773525
"46",3.95683594719634,0.392524548773525,3.63848789163258,0.387288561017542
"47",3.63848789163258,0.387288561017542,3.29116737048571,0.335277749308111
"48",3.29116737048571,0.335277749308111,2.14954750675622,-0.380656309859963
"49",2.14954750675622,-0.380656309859963,3.22606658938632,-0.271049632834719
"50",3.22606658938632,-0.271049632834719,1.9404570623673,-0.18779742751459
"51",1.9404570623673,-0.18779742751459,0.824144472791722,-0.470366233412472
"52",0.824144472791722,-0.470366233412472,0.360934089312427,-0.404567320612286
"53",0.360934089312427,-0.404567320612286,5.16896711270641,0.434586983746588
"54",5.16896711270641,0.434586983746588,4.30084034276443,-0.437728576400178
"55",4.30084034276443,-0.437728576400178,3.47599773827191,0.297927703315432
"56",3.47599773827191,0.297927703315432,2.98067329655592,-0.339117473662498
"57",2.98067329655592,-0.339117473662498,2.0626301100069,-0.459370659124908
"58",2.0626301100069,-0.459370659124908,0.0877900613753148,-0.11065387457644
"59",0.0877900613753148,-0.11065387457644,5.37072717423695,0.385892297615946
"60",5.37072717423695,0.385892297615946,5.66062636299321,-0.267384441405531
"61",5.66062636299321,-0.267384441405531,4.82251925618553,-0.160744824108678
"62",4.82251925618553,-0.160744824108678,4.38880493706494,-0.111701072127637
"63",4.38880493706494,-0.111701072127637,4.42004633067564,0.25237460983838
"64",4.42004633067564,0.25237460983838,4.28670317582327,0.442615498305762
"65",4.28670317582327,0.442615498305762,2.96950318934315,0.296356906988637
"66",2.96950318934315,0.296356906988637,3.40950069377092,0.273318560862312
"67",3.40950069377092,0.273318560862312,3.08923277602996,-0.421147948506232
"68",3.08923277602996,-0.421147948506232,0.674744288821008,0.063704517697793
"69",0.674744288821008,0.063704517697793,0.309272343453395,-0.144338729139931
"70",0.309272343453395,-0.144338729139931,5.35379748049261,-0.647866218340295
"71",5.35379748049261,-0.647866218340295,3.8477528689467,-0.51103240498394
"72",3.8477528689467,-0.51103240498394,5.33477339164587,-0.114842664781227
"73",5.33477339164587,-0.114842664781227,4.18320515118001,0.405439985238283
"74",4.18320515118001,0.405439985238283,5.29567801640119,-0.308923277602996
"75",5.29567801640119,-0.308923277602996,0.846659220142449,0.294960643587042
"76",0.846659220142449,0.294960643587042,5.37386876689054,-0.451516677490933
"77",5.37386876689054,-0.451516677490933,4.47956205816865,-0.209788576089718
"78",4.47956205816865,-0.209788576089718,4.76754138474771,-0.550651379004211
"79",4.76754138474771,-0.550651379004211,3.68072485953084,0.473507826066062
"80",3.68072485953084,0.473507826066062,4.2469096688778,0.343829862642883
"81",4.2469096688778,0.343829862642883,3.66885662061728,0.237190245346029
"82",3.66885662061728,0.237190245346029,4.15039296124252,0.420973415581032
"83",4.15039296124252,0.420973415581032,0.821177413063332,0.432667121569394
"84",0.821177413063332,0.432667121569394,5.91806242766237,0.569151869075351
"85",5.91806242766237,0.569151869075351,4.84957185959144,-0.34487706019408
"86",4.84957185959144,-0.34487706019408,6.28266170840399,-0.466526509058084
"87",6.28266170840399,-0.466526509058084,4.97523556573504,0.545764457098627
"88",4.97523556573504,0.545764457098627,3.8477528689467,0.234397718542838
"89",3.8477528689467,0.234397718542838,4.90053547374968,0.0015707963267949
"90",4.90053547374968,0.0015707963267949,4.51900649926372,0.509461608657145
"91",4.51900649926372,0.509461608657145,4.02490378802412,-0.355174502780846
"92",4.02490378802412,-0.355174502780846,4.85812397292622,0.363901149040818
"93",4.85812397292622,0.363901149040818,3.37145251607745,0.324456707945746
"94",3.37145251607745,0.324456707945746,4.10798146041905,0.455007335994922
"95",4.10798146041905,0.455007335994922,3.755250418591,0.267209908480332
"96",3.755250418591,0.267209908480332,3.65419585490053,0.272620429161514
"97",3.65419585490053,0.272620429161514,3.17440484352729,0.272445896236315
"98",3.17440484352729,0.272445896236315,4.07970712653675,-0.00558505360638185
"99",4.07970712653675,-0.00558505360638185,3.1384510609362,0.211533905341713
"100",3.1384510609362,0.211533905341713,0.624304273438372,-0.410152374218667
"101",0.624304273438372,-0.410152374218667,5.98403587338776,-0.232303323440445
"102",5.98403587338776,-0.232303323440445,0.298800367941429,-0.365646478292812
"103",0.298800367941429,-0.365646478292812,4.38095095543097,0.369660735572399
"104",4.38095095543097,0.369660735572399,4.93212593321078,0.460766922526503
"105",4.93212593321078,0.460766922526503,4.34412450821389,0.530929158456675
"106",4.34412450821389,0.530929158456675,3.62539792224262,-0.511905069609937
