"","theta_pred","phi_pred","","","",""
"1",6.07549112619226,-0.0296705972839036,-0.587351433139321,0.702464432430935,-0.40194777665596,12
"2",2.26718269834063,-0.413643032722656,-0.834204355938476,0.417738423749417,-0.359996808120051,12
"3",2.6773350725593,-0.368264472170804,0.199967754385823,0.873105065062091,-0.444635179184927,12
"4",1.34564885328763,-0.460766922526503,-0.968370734835409,-0.0202844752523045,0.248689887164855,12
"5",3.16253660461372,0.251327412287183,-0.230516059869777,-0.866343041758723,-0.44307119082418,12
"6",4.45233492183753,-0.459021593274509,-0.868725376794561,0.153179722755009,0.47101188121941,12
"7",2.96705972839036,0.490437519810407,-0.00868636025999749,0.99535829673001,0.095845752520224,12
"8",1.57952297305487,0.0959931088596881,-0.145985254674018,0.943007375360667,-0.299040792256087,12
"9",1.7243853009704,-0.303687289847013,-0.0704541463668123,0.982886025769709,0.170209499166033,12
"10",1.64235482612666,0.171042266695444,-0.153393083421647,-0.95766501867349,0.243615011786023,12
"11",4.5535640184532,0.2460914245312,-0.704826778930399,0.512086629769968,0.490903753615141,12
"12",2.51327412287183,0.513126800086333,-0.547627286798508,0.67868193631037,0.489382451748846,12
"13",2.24972940582069,0.511381470834338,-0.410932974056071,0.82061418693426,-0.397147890634781,12
"14",2.03505390782539,-0.408407044966673,0.582161449807893,-0.758687572479669,0.292371704722737,12
"15",5.36688744988256,0.296705972839036,-0.546607509287426,-0.720128799168406,0.427357863387192,12
"16",4.0631264986428,0.441568300754565,-0.143444972310658,-0.916020436501348,-0.374606593415912,12
"17",4.55705467695719,-0.383972435438752,0.822584079875681,-0.217336088707018,0.525471651072268,12
"18",6.02487657788443,0.553269372882202,0.578623567148426,-0.756808209128778,0.30403306092549,12
"19",5.36514212063057,0.308923277602996,0.196918830682833,-0.873797763532096,0.444635179184927,12
"20",4.93404579538797,0.460766922526503,-0.0225396149542029,-0.922262702409296,-0.385906042324319,12
"21",4.68795437085677,-0.396189740202713,0.870108144523918,0.445256832891123,-0.211324796455389,12
"22",0.472984227290463,-0.212930168743308,-0.316435528445682,0.803318388402053,0.504527623815019,12
"23",1.94604211597368,0.528834763354282,0.932194266939666,-0.0700920390207338,-0.355106962408137,12
"24",6.20813614934383,-0.363028484414821,0.91115370382856,-0.160660981557425,-0.379456159529005,12
"25",6.10865238198015,-0.389208423194735,-0.630596611286164,0.705283928657284,-0.323917418198149,12
"26",2.30034395412853,-0.329867228626928,-0.469246511379778,-0.812758798984223,0.345298198998535,12
"27",4.18879020478639,0.352556508902855,-0.650430883737743,-0.68781137469348,-0.322265695230511,12
"28",3.95491608501915,-0.328121899374934,-0.263167742212675,-0.917774985345484,0.297374874077786,12
"29",4.4331363000656,0.301941960595019,-0.815048340339122,-0.011380961283412,0.579281172342679,12
"30",3.15555528760575,0.617846555205993,-0.484854753990037,-0.77592980437996,-0.40354529635239,12
"31",4.1538836197465,-0.41538836197465,-0.637965989762361,-0.711024714792446,-0.295708050044047,12
"32",3.98109602379907,-0.300196631343025,-0.427075840545882,0.845466461008204,-0.320612990585676,12
"33",2.03854456632938,-0.32637657012294,-0.973817435282201,0.0578554160995087,-0.219846204352837,12
"34",3.08225145902199,-0.22165681500328,-0.990230857857462,0.11282255514905,-0.0819385086300409,12
"35",3.02814625221016,-0.0820304748437335,-0.70592724603644,0.579855177163088,-0.4067366430758,12
"36",2.45393292830403,-0.418879020478639,0.240002644992916,0.921384344841998,0.305695304963106,12
"37",1.31597825600372,0.310668606854991,0.766916843315856,-0.563356427968215,0.307356617799807,12
"38",5.64963078870564,0.312413936106985,-0.557072647611383,-0.761143250478503,0.332161131883703,12
"39",4.08057979116274,0.3385938748869,-0.578862379845894,-0.770972304083928,-0.265556117486809,12
"40",4.06836248639878,-0.268780704807127,-0.877579106917162,-0.123335700203517,0.463296035119862,12
"41",3.28121899374934,0.481710873550435,-0.915863689025767,-0.252270889723865,0.312334918512233,12
"42",3.41037335839692,0.317649923862968,0.486075656620583,-0.726091147025776,-0.486335380423491,12
"43",5.30231026755877,-0.50789081233035,0.625934231563964,0.695170391034932,0.353474843779257,12
"44",0.837758040957278,0.361283155162826,0.421118596726541,-0.867259520533733,0.265556117486809,12
"45",5.16442925665122,0.268780704807127,-0.770831091957539,-0.557988653259375,-0.307356617799807,12
"46",3.76816585505576,-0.312413936106985,-0.894638921237274,0.285515699961888,0.343659694585616,12
"47",2.8326693759868,0.35081117965086,-0.847919083126383,-0.35295464846397,-0.395545502562965,12
"48",3.53603706454051,-0.406661715714679,-0.345259944521914,0.872027077776926,0.346935651573256,12
"49",1.94778744522567,0.354301838154849,0.822340035491629,0.476693845250311,-0.310676429630732,12
"50",0.525344104850293,-0.315904594610974,0.252568847455,-0.820987869478222,-0.512042864870571,12
"51",5.01084028247572,-0.537561409614253,-0.948044542398499,0.113047467444619,0.297374874077786,12
"52",3.02291026445418,0.301941960595019,0.196533509098835,-0.812372159246418,-0.549022817998132,12
"53",4.94975375865592,-0.581194640914112,-0.900894022490915,-0.320793931547434,0.292371704722737,12
"54",3.48367718698068,0.296705972839036,-0.0906239394001668,0.94116559563711,-0.325568154457157,12
"55",1.66678943565458,-0.331612557878923,-0.934313596015687,-0.0571450675745401,0.351841648404702,12
"56",3.20267917740959,0.359537825910832,-0.0250958026476598,0.898443620018696,0.438371146789077,12
"57",1.59872159482681,0.453785605518526,-0.959903894784582,0.19878654021749,0.197657340379126,12
"58",2.93738913110646,0.198967534727354,0.147111191890369,0.869773594086845,-0.47101188121941,12
"59",1.40324471860344,-0.490437519810407,0.370909317888373,0.878065331892307,0.302369890750444,12
"60",1.1711159280882,0.307177948351002,0.538456378889987,0.746588181839347,0.390731128489274,12
"61",0.945968454580927,0.401425727958696,-0.561612673832331,-0.721423245572525,0.405141586779863,12
"62",4.05090919387884,0.417133691226645,0.332786153750207,-0.880693001346564,0.337095258423082,12
"63",5.07367213554752,0.343829862642883,-0.898502873629974,0.368502884241477,0.238533457578581,12
"64",2.75238423039506,0.240855436775218,0.0852910971854546,0.902285560997277,0.422618261740699,12
"65",1.4765485471872,0.436332312998582,0.90618614915848,0.337007607964471,0.255445757935791,12
