-7.727124752579451750e-01,-4.445885586149612712e-01,-4.530523635623266432e-01
-2.742512963197755171e-01,5.527128531971436942e-01,7.869528120399567062e-01
8.956454808939814383e-01,-4.014878343183465592e-01,-1.913810112016139375e-01
9.833567834917955608e-01,-8.065227321448878439e-02,-1.628024790536223565e-01
5.002375702024908222e-01,6.490735012793136249e-01,5.731195017576355966e-01
8.573734022972759883e-01,2.666002148844048292e-01,4.402671625919680198e-01
9.432350406507270524e-01,2.019059083888669615e-01,2.637075316449792317e-01
9.649173370689988483e-01,1.350570770974976742e-01,-2.251535443859423447e-01
9.212810923966213705e-02,-7.166456052381303676e-01,-6.913258912993195393e-01
8.290978984042668420e-01,-2.657955159327720640e-01,-4.918835416759335111e-01
9.340807578685171864e-01,3.510040990912200454e-01,6.549244384612250280e-02
6.455823951548103068e-01,-6.397462946059409017e-01,-4.170707968728419868e-01
3.343074465618477986e-01,7.633466079445313524e-01,5.527571684861944945e-01
9.440841903265062562e-01,-1.824954159669025522e-01,-2.745914505708659803e-01
8.573734022972759883e-01,2.666002148844048292e-01,4.402671625919680198e-01
9.421207568690284084e-01,1.920663937633753093e-01,2.748071685077758675e-01
-9.956323499727001147e-01,-3.443418092966707422e-03,9.329719481139872594e-02
-9.525089468397804904e-01,2.253890144514637262e-01,2.047596111413830244e-01
7.478866869809571716e-01,-4.520107382711789912e-01,-4.861602574503509633e-01
5.441227541217601438e-01,5.284410000378372274e-01,6.516751782337282251e-01
8.931174522085441048e-01,-3.647008805894961236e-01,-2.633144209073351449e-01
-9.897383442555202082e-01,5.173039123041706100e-03,-1.427979326761159851e-01
5.781064260748109973e-01,6.630314187867391018e-01,4.755862674979718929e-01
9.686187130263343992e-01,1.706773649771153867e-01,1.806848799974051512e-01
-5.873591951166209357e-01,5.201689938828893967e-01,6.200269298303242582e-01
-4.961119930393441124e-01,-6.675127750486344880e-01,-5.552473192275676483e-01
6.730218028931231888e-01,4.123784524010652985e-01,6.139915836766760560e-01
9.819159227784772792e-01,-1.518052943277735101e-01,-1.131206135421373021e-01
8.864381321383921764e-01,3.657224756849216107e-01,2.836802930587361549e-01
3.487344507631779389e-01,-6.975669569138615023e-01,-6.259270112983135181e-01
8.486264095405571251e-01,-4.368331514193655729e-01,-2.983454622603268214e-01
6.410128956891855134e-01,-6.835799529608450609e-01,-3.490285310260671237e-01
8.751095120671025240e-01,-1.967377888586250567e-01,-4.421284703846797837e-01
7.776243001116486253e-01,-4.069373235663941157e-01,-4.792728477229734052e-01
8.473095051187854443e-01,-4.076492343673768781e-01,-3.404243003298242365e-01
9.907811044402685674e-01,6.791318689681845322e-02,-1.172203144921542400e-01
6.742474101054565239e-01,3.440524888271936366e-01,6.534663839080768755e-01
9.649173370689988483e-01,1.350570770974976742e-01,-2.251535443859423447e-01
5.507411389976951677e-01,5.773640984963415157e-01,6.027726732218603445e-01
1.443838723695524962e-01,7.136890150762518203e-01,6.854205184841363208e-01
2.621160794928100168e-01,-7.541653239879040349e-01,-6.021044967159256966e-01
8.284339716499401485e-01,-4.523683283094868113e-01,-3.302424112054448968e-01
-7.623294685446253549e-01,6.177378535442343832e-01,1.930122423242405238e-01
-1.444131366933363025e-01,4.280074842710969163e-01,8.921627874767691369e-01
-4.798196035088876932e-01,6.972350360091321697e-01,5.325753023281476484e-01
-6.749812940581184639e-01,4.385256141156753107e-01,5.933763885057253828e-01
6.925340367249455120e-02,-4.234447394230530515e-01,-9.032710106799162197e-01
9.487127204745144926e-01,3.160206730418577692e-01,8.666499871168889882e-03
8.641779423998749987e-01,4.821283491098279916e-01,1.440442253412140272e-01
9.819159227784772792e-01,-1.518052943277735101e-01,-1.131206135421373021e-01
6.410128956891855134e-01,-6.835799529608450609e-01,-3.490285310260671237e-01
5.507411389976951677e-01,5.773640984963415157e-01,6.027726732218603445e-01
4.914155975694718959e-01,4.966804463715820961e-01,7.154154350149043440e-01
9.941932192795950307e-01,-1.381724655828721511e-02,-1.067189132067160040e-01
3.705262384008453092e-01,-7.242437402732838647e-01,-5.815335857295640398e-01
1.443838723695524962e-01,7.136890150762518203e-01,6.854205184841363208e-01
9.592229286019769985e-01,-8.215099774809467292e-02,-2.704488617340427004e-01
3.414000862528269176e-01,6.724940117158753061e-01,6.566565200413764236e-01
9.004880947705825589e-01,3.614917541065015838e-01,2.417538063597979847e-01
8.705918298191324123e-01,-4.063038042194577204e-01,-2.774654654708788581e-01
-5.579078225885403253e-01,6.628174831490746266e-01,4.994114991932405156e-01
9.888787228255073725e-01,1.326004609689184210e-01,-6.734975348004977602e-02
5.385261252780452201e-01,6.139712122458934607e-01,5.770866164851885527e-01
1.109002141382840478e-01,-6.947793166780791285e-01,-7.106214488885232994e-01
7.675047126160911004e-01,-4.688978294695086979e-01,-4.371170800036013881e-01
-7.112109844667779956e-01,5.729112358780021896e-01,4.073716379162108936e-01
8.330220916350103977e-01,3.298725029570167555e-01,4.441377338629374227e-01
-5.579078225885403253e-01,6.628174831490746266e-01,4.994114991932405156e-01
-9.350093585414397390e-01,-3.033926598111639228e-01,-1.836039035876759762e-01
-2.064211321452373571e-02,-8.015991454008153383e-01,-5.975054085568777262e-01
-1.396313825559367117e-02,-6.969407954047368570e-01,-7.169927185618192311e-01
9.968251090089629285e-01,-7.291347345367799049e-02,-3.198948949560311700e-02
9.340807578685171864e-01,3.510040990912200454e-01,6.549244384612250280e-02
6.633311941979912474e-01,6.872110929001173929e-01,2.961969625078783031e-01
2.072473402820720900e-01,-5.766104874149318160e-01,-7.902967074138178560e-01
8.455213149113670612e-01,-2.239784652408826071e-01,-4.846930504338716195e-01
9.170667220083349447e-01,-8.834236332757582078e-02,-3.888241944974438757e-01
7.305417124163735565e-01,-3.408772531610612111e-01,-5.917022094745982841e-01
5.142577276104579598e-01,-6.249180415015372914e-01,-5.873809930520487166e-01
9.880779168188680295e-01,1.059378972745039504e-01,-1.117103048780312829e-01
3.795062707063827645e-01,5.305917903262711288e-01,7.579230452578256116e-01
4.842948091298614199e-02,6.807663336846234703e-01,7.308979301517376514e-01
9.521524020515969022e-01,3.009608031724723132e-01,5.318268723141825194e-02
9.598540146973170151e-01,1.023173080691403281e-01,2.611731972062351081e-01
-9.904552164790324520e-01,-7.582718134023805345e-02,-1.151030091677355677e-01
3.795062707063827645e-01,5.305917903262711288e-01,7.579230452578256116e-01
-7.276827220285549958e-01,-5.648313469884930216e-01,-3.891573017691911107e-01
3.528446146352680612e-01,6.250773892223955297e-01,6.962606806403784931e-01
7.360160507251319872e-01,-3.988866354133736580e-01,-5.469641900193999984e-01
7.489247657246502765e-01,3.699781932355595826e-01,5.497525186976671696e-01
6.730218028931231888e-01,4.123784524010652985e-01,6.139915836766760560e-01
3.192589979976958592e-01,-6.928898208384677293e-01,-6.465117078413530338e-01
2.073997243876935792e-01,-5.487531745202436362e-01,-8.098489413328042730e-01
-2.935798415812331252e-01,6.363940843800174330e-01,7.133116051090560017e-01
5.828193613118870520e-01,4.111459146926839114e-01,7.009141380451106018e-01
-6.127288629470470926e-01,-6.401771732828381856e-01,-4.633967277821603448e-01
-4.675678810746490832e-01,-6.754150578509396929e-01,-5.702585170039765616e-01
8.005042611320144497e-01,4.240922496317414137e-01,4.234839922733520945e-01
9.963099193266519160e-01,-7.268721066962864630e-02,-4.564114433698303330e-02
9.767389916161480778e-01,-2.044712764168618579e-01,6.459442218279869141e-02
