"samp.1","samp.2","samp.3","ph","true.1","true.2","true.3"
0.999950531867021,-0.000829681159445143,0.00991188418186737,0.00994671210334141,1,0,0
0.999206006816392,-0.0059921213692731,0.039388455460148,0.0398521837977038,0.999777729859618,-0.000444490876748458,0.0210782661670486
0.997856388005309,0.0277927086292091,0.059246892442135,0.0654885986744284,0.999111018246503,-0.00177717321843578,0.0421190559460615
0.996117320077992,-0.041807397728716,0.0774753259805493,0.0881498163422471,0.998000161540823,-0.00399567756449204,0.0630849595806533
0.993005799921751,-0.0326331956558802,0.113466100060979,0.118341611094543,0.996445653563128,-0.00709605949514983,0.0839387004592704
0.992600895031611,-0.0630412853588215,0.103775042870393,0.121723025544027,0.994448185354833,-0.0110728066444787,0.104643201391647
0.986572821598451,0.0153684886794652,0.162597285460063,0.164056908691613,0.992008644871016,-0.0159188485011706,0.125161650530693
0.981200055460115,0.0826064038812904,0.174420850826006,0.194211987125955,0.989128116585687,-0.021625568979651,0.145457566822621
0.97810160642911,-0.113597326362137,0.174392932609576,0.209660615629056,0.9858078810097,-0.0281828217391645,0.165494864868923
0.977430915767591,-0.0478498164686119,0.205764914321291,0.212859074617711,0.98204941412151,-0.0355789482235986,0.185237919084892
0.974460502282595,-0.0572244728301423,0.217145318163815,0.226490420200827,0.977854386711043,-0.0438007983899708,0.204651627040617
0.973910177574289,0.0188390647452481,0.226150515490771,0.228928219573527,0.97322466363696,-0.0528337540887254,0.223701471871817
0.973641512643408,-0.0128061466626745,0.227723972091456,0.23010911849985,0.968162302997659,-0.0626617550542696,0.242353583649568
0.97182043444754,-0.0599821493173366,0.227963121915514,0.237961833802677,0.962669555216358,-0.0732673274595401,0.260574799599801
0.964053291235969,0.0348137853404712,0.263418397245453,0.268939243358983,0.956748862040698,-0.0846316149838294,0.278332723065504
0.947444342611749,-0.232143748429765,0.220132909211612,0.325645726828777,0.950402855457286,-0.0967344123386366,0.295595781106793
0.93253182517162,-0.220484899692801,0.285955947742902,0.369434125785641,0.943634356521671,-0.109554201191932,0.312333280636454
0.931070186666208,-0.0672515465027591,0.358588255516462,0.373461072586997,0.936446374104269,-0.123068188426967,0.328515462991123
0.924959062839504,0.0260590397745827,0.379172333533307,0.389868457369002,0.928842103552803,-0.137252346667604,0.34411355684111
0.91993141520049,-0.058055351285545,0.387757356492866,0.402890803321981,0.920824925271838,-0.152081456998114,0.359099829344773
0.918454738166619,-0.260501760131465,0.29762346498167,0.406640587858416,0.912398403220058,-0.167529153801488,0.373447635456492
0.916090948836079,-0.275438121465981,0.291395289433278,0.412576036373671,0.903566283325943,-0.183567971636542,0.387131465300597
0.912517281045073,-0.0509507833800397,0.40585247254029,0.421399755505561,0.894332491822549,-0.20016939407047,0.400126989526988
0.91008592001709,-0.192755779658003,0.366863499949344,0.427304985984971,0.884701133502145,-0.217303904380021,0.412411102567838
0.902843760624033,0.0256371903618596,0.429203772551692,0.44445818688464,0.874676489891461,-0.234941038031153,0.423961963718442
0.899751061464084,-0.421655865227026,0.112491593969961,0.451597579674721,0.864263017348383,-0.253049436843868,0.434759035969201
0.885653858196714,-0.0478078733818726,0.461878393848399,0.482896074148359,0.85346534508092,-0.271596904745906,0.444783122519672
0.880071614511553,-0.0251619209451773,0.474173840553627,0.494783329528831,0.842288273089332,-0.290550465016191,0.454016400909776
0.867931879705152,-0.252864863605243,0.42749691571447,0.519773139734733,0.830736770032341,-0.309876418916233,0.462442454707485
0.863479138228491,-0.199375955943376,0.463306600466525,0.528669064845722,0.818815971018359,-0.329540405605262,0.47004630269664
0.793004765487607,-0.309259130667549,0.524883065084688,0.655070852776125,0.806531175322727,-0.349507463232541,0.476814425513003
0.767861591063238,-0.276079520113073,0.578073244099715,0.695299938399017,0.793887844031972,-0.369742091098267,0.482734789681195
0.765421758709478,-0.436376418264675,0.472974790952523,0.699099867378454,0.780891597616136,-0.390208312772519,0.487796869009778
0.763560981985815,-0.523555660972768,0.377973671903514,0.701986435889905,0.76754821343025,-0.410869740060032,0.491991663306436
0.700324952693441,-0.616952595429077,0.359046592559038,0.794943703864667,0.753863623146066,-0.431689637697087,0.49531171437999
0.697029044222782,-0.240204688496663,0.675612477041459,0.799550564558906,0.739843910115191,-0.452630988665466,0.49775111930079
0.691549967364354,-0.231976876191606,0.684065326961355,0.807163679481415,0.725495306664791,-0.47365656000736,0.499305540895907
0.687408397572076,-0.68884900306418,0.230123327641672,0.812881695945467,0.710824191327075,-0.49472896902421,0.499972215460472
0.674942201227778,-0.508649503552981,0.534535974034589,0.829909959252412,0.695837086003772,-0.515810749741779,0.499749957671437
0.665766061602866,-0.738528262919484,-0.106449781995727,0.842276307137581,0.680540653066891,-0.536864419523289,0.49863916269504
0.637877219664202,-0.624932640964402,0.450079822798939,0.879057581579584,0.664941692397025,-0.557852545712181,0.496641805484214
0.634807767396613,-0.59817884803092,0.489081960637816,0.883036622202598,0.649047138360529,-0.578737812186009,0.49376143726719
0.599334354652661,-0.717650244425079,0.354649768094811,0.928127015324174,0.632864056726917,-0.59948308570315,0.490003179233543
0.584997577350364,-0.549618192479667,0.596403954538858,0.945919256145278,0.616399641527842,-0.620051481924347,0.485373713428908
0.579628543525754,-0.638928208719063,0.505768223233986,0.952523551537833,0.59966121185906,-0.640406430991723,0.479881270874543
0.569030461404048,-0.61841538930306,0.542002527916099,0.965469986671679,0.582656208626796,-0.660511742548648,0.473535616932873
0.534105947842427,-0.821659370880579,0.199014358083715,1.00734646068634,0.565392191239959,-0.680331670084878,0.466348033945034
0.514439035176346,-0.524122943054517,0.678710261931188,1.03044297182302,0.547876834249687,-0.699830974492541,0.458331301171283
0.503806475145215,-0.677933407354593,0.535336651831672,1.04279660695008,0.530117923937694,-0.71897498671999,0.449499672069936
0.48607016364333,-0.732745647590332,0.476255826161919,1.06320901963186,0.512123354854955,-0.737729669412106,0.439868848955243
0.483549778817975,-0.716441260328277,0.502883218952787,1.06609071443173,0.493901126312264,-0.756061677427477,0.429455955079245
0.448349949480362,-0.815252196443278,0.366532643833216,1.10587783129056,0.475459338824212,-0.773938417124843,0.418279504187254
0.444360651984615,-0.783576536734032,0.434225082241582,1.11033587152298,0.456806190508187,-0.791328104313398,0.406359367601095
0.423831145510671,-0.871042086278299,0.248299907424591,1.13312532639525,0.43794997343998,-0.808199820763921,0.393716738888616
0.414340507168927,-0.851718518661381,0.320776416041235,1.1435782637449,0.418899069967619,-0.824523569180264,0.380374096182301
0.383511896839545,-0.895933452613349,0.22410237274705,1.17720035489138,0.399661948985082,-0.840270326533446,0.366355162213967
0.377858145558301,-0.819993457890395,0.429923191805461,1.18331448422084,0.380247162167534,-0.855412095663537,0.351684862136619
0.364665776710354,-0.867134290994819,0.339259476915748,1.19752248943557,0.360663340169756,-0.869921955057595,0.336389279208429
0.363713319305704,-0.889686134977826,-0.275991308899109,1.19854518035475,0.340919188789477,-0.883774106715125,0.320495608417663
