"samp.1","samp.2","samp.3","ph","true.1","true.2","true.3"
0.99997032962295,-0.00130381182350132,0.00759209776658606,0.00770331406252251,1,0,0
0.999952588049246,0.000899020009152039,0.00969605160045564,0.00973779496681839,0.999875389517657,-0.000249205436913117,0.0157842748824053
0.999902945355833,0.000695261315628674,0.0139146139160771,0.0139324236327963,0.999501589126174,-0.000996573334253319,0.0315528156563368
0.999537224961726,-0.00232283610590444,0.0303305184300678,0.030424027877166,0.998878691984444,-0.00224135869944704,0.0472899038974225
0.998470893704081,0.00411016242070258,0.0551269533953131,0.0553081576124806,0.998006853331493,-0.0039823207033711,0.0629798525338588
0.997403187237412,0.00651759460474934,0.0717244940673667,0.0720824173791587,0.996886290447793,-0.00621772391723814,0.0786070214836254
0.997264229558011,-0.0103237675302871,0.0731947830657864,0.073986738804647,0.995517282601106,-0.00894534004250981,0.0941558332448589
0.993766582755862,0.0201081796589572,0.109652360250657,0.111713060520234,0.993900170976888,-0.0121624501321132,0.109610788423846
0.990849894205791,-0.0133904112599149,0.134302583886772,0.135381638457222,0.992035358593258,-0.0158658473007464,0.124956481185154
0.990180780075933,-0.0405254343110973,0.133789805075403,0.140252141858953,0.989923310200557,-0.0200518399215715,0.140177614608507
0.987284087712355,-0.026795882165369,0.156691132004856,0.159643058825621,0.987564552165524,-0.0247162553061086,0.155259015937084
0.984252451011018,-0.0830684212589442,0.156034451543082,0.177702303408503,0.984959672340111,-0.0298544438636622,0.170185651702056
0.983915427129769,-0.0271641304962348,0.176557475827077,0.179598873562548,0.98210931991498,-0.0354612837361347,0.184942642708273
0.981897440785241,0.0140169119787132,0.188893996617083,0.190564642696563,0.979014205257715,-0.0415311859036056,0.19951527886617
0.981826373247887,-0.000664720670424875,0.189780217465707,0.190939476687046,0.975675099735774,-0.0480580997555882,0.213889033855105
0.980070385474807,-0.00267552373556402,0.198632527769256,0.19998083341013,0.972092835524257,-0.0550355191224099,0.228049579603508
0.977960379843783,-0.0494697155009187,0.202845366484084,0.210338093723024,0.968268305398507,-0.0624564887607032,0.241982800571419
0.974377424493891,-0.0107525191999097,0.224662008286908,0.226860083507359,0.964202462511612,-0.070313611286544,0.255674807821163
0.970344935848263,-0.0348792376782481,0.239194783079845,0.244142601245022,0.959896320156857,-0.0785990545493247,0.269111952862144
0.966630201865371,-0.0826095913131094,0.242490635416697,0.259063923120828,0.955350951515195,-0.0873045594390119,0.282280841255959
0.957135575323182,-0.167715640368084,0.236141809992818,0.293850984210125,0.950567489387783,-0.0964214481190073,0.295168345968264
0.955249003583432,-0.094565920259297,0.280279553086507,0.30029589760378,0.945547125913667,-0.105940632676404,0.30776162045409
0.951585852002383,-0.0553691716919415,0.302355124142204,0.312441758864797,0.940291112272676,-0.115852624181015,0.320048111463554
0.940982952642583,-0.0757725840199308,0.329862999360322,0.345273405383229,0.934800758373598,-0.126147542144145,0.332015571555216
0.925341948461078,-0.182839476957725,0.332132509827149,0.388859802417332,0.929077432527731,-0.13681512436768,0.343652071304592
