"samp.1","samp.2","samp.3","ph"
-0.0104774597766097,0.996945089965417,-0.0773996797827751,-3.13108347494084
-0.020978808609521,0.957802373257782,0.286660955435312,-3.11969308919194
-0.0558454328713938,0.975479862218108,-0.21288571120286,-3.08440588413029
-0.0812292137804875,0.98912804695869,0.122586791899822,-3.05965448056171
-0.0985844754861888,0.994606973272227,-0.0322190923424688,-3.04279632741332
-0.107612380669045,0.992900122287772,0.0506845409140493,-3.03363218272703
-0.117923289489847,0.990798241540276,0.0664299808564701,-3.02313143753117
-0.120340602184789,0.991411890260974,0.0511918285956277,-3.02080053153004
-0.130297395903506,0.948475183561227,-0.288820731231784,-3.00507153468806
-0.137373821642662,0.989267555484045,-0.0497808878377222,-3.00361087748416
-0.149164582263736,0.97963777764912,-0.134386576713519,-2.99048825050509
-0.158738441653298,0.983841847284476,0.0828089770094571,-2.98162576549542
-0.163171368592498,0.976723153297232,-0.139237158419592,-2.97606129929161
-0.169891475401351,0.960543449319956,0.220211644911148,-2.9665329750862
-0.174701050031646,0.984596628643228,-0.00700156998323775,-2.96598616364005
-0.17774415330664,0.981660720091618,0.0689147777658174,-2.96246857195935
-0.192976859326846,0.9793433492017,0.0603865559437098,-2.94703793540779
-0.195651302244693,0.970555552104443,-0.140507964931513,-2.94267167800164
-0.197943825302238,0.971878332380619,-0.127556846440264,-2.94066940209904
-0.20850231685104,0.975396422038042,-0.0716142705271373,-2.93100046182115
-0.217380917726199,0.966468374882128,0.136690954204049,-2.9203515499817
-0.231005212636611,0.970672341208381,-0.0665717488710785,-2.90795403771829
-0.220082770884503,0.914248753051658,0.340165829417488,-2.90536202343743
-0.241657294260295,0.953557619338118,0.179804390193939,-2.89339114180881
-0.24427814938643,0.963501223688829,0.109515193843006,-2.89329276455849
-0.246225602761111,0.953748886580456,0.172441334637228,-2.88894316627545
-0.264777516817409,0.962434975094498,0.0600981306103532,-2.87312221781848
-0.267758181478374,0.960381620191033,0.0772832443071574,-2.86969339886814
-0.26710892264237,0.935525034731107,-0.231183331657351,-2.86347478625305
-0.260923385985048,0.905021877113632,0.335938072554772,-2.86089837354134
-0.288777134117566,0.957358132591254,-0.00855410850020177,-2.84863230903618
-0.304010072682802,0.939677528106987,0.156792917181039,-2.82869455203766
-0.311907018750388,0.940149781631742,0.137231190886154,-2.82125596208594
-0.314521213201991,0.939367220780413,0.136622219895704,-2.81850251365026
-0.323310671884002,0.937865602870934,-0.126009207589981,-2.80962015413447
-0.323201292739841,0.934882265650713,-0.146751741874112,-2.80874175625553
-0.326692669811688,0.940356768567458,-0.0948738494037208,-2.80722388968183
-0.331888279028998,0.891481940178728,0.30839928757755,-2.78520149772832
-0.327764487934602,0.868395903200544,0.372100787090648,-2.78068740768389
-0.369123854491385,0.927691329704274,-0.0560033645144534,-2.76290214277233
-0.387038327262376,0.919598163653763,-0.0673836080554402,-2.74321883644265
-0.389711755606109,0.912881192086423,0.121542900563036,-2.73811121943445
-0.373349104741703,0.854102374069418,0.362104378042509,-2.72949739822573
-0.406695607487692,0.910881438839533,0.0699548942379233,-2.72166499773592
-0.383779101292453,0.833376225656439,-0.397740704381366,-2.71003205793392
-0.458699541186478,0.859679165669222,-0.224825405658668,-2.65145061062362
-0.44356848731192,0.801273137129076,-0.401507604883326,-2.63600532054398
-0.49029401773909,0.870931175181183,0.0330252065365888,-2.6288585309846
-0.493298322084409,0.868351892691033,-0.0512030847567552,-2.62497015332805
-0.496112103762246,0.865054495713539,0.0745218085287354,-2.62088347974785
-0.496443133324324,0.856081902656859,-0.143763664806303,-2.61608260900774
-0.501461312363649,0.823000969188415,0.266844443295072,-2.59435692071438
-0.522541167689454,0.845028589261762,0.113478682579671,-2.5877744730203
-0.524724558215685,0.828937385004282,0.193718738762198,-2.57725500670353
-0.538177953880343,0.839263993637576,-0.0774625002221998,-2.57139325859221
-0.536373075056477,0.823982245676317,0.182639489609097,-2.56454832273679
-0.5423342248686,0.829015863318982,0.136404863922291,-2.56227726680843
-0.556003785413158,0.83108067731068,0.0128334877200387,-2.55196741717947
-0.551331218789205,0.793234776169236,-0.258481096144672,-2.53420218890468
-0.567264658008586,0.812963188252599,-0.131535783422501,-2.53236214371811
-0.574145888797515,0.8182232528995,0.0294483750226122,-2.52972778069541
-0.574760417848316,0.816359929923955,0.0566297350283698,-2.52815192766116
-0.585584030204458,0.804611275011391,-0.0984481573928586,-2.51246138385367
-0.589606519731678,0.782322165742964,0.20083869367514,-2.49575195565937
-0.604887028207931,0.769361384706221,0.205413589688472,-2.4753110362838
-0.619116223394643,0.785119372983759,-0.0168128550562863,-2.47386439582408
-0.6343970531328,0.772415179147984,-0.0302517767776879,-2.45398853493696
-0.575316961309681,0.68975872375871,0.439594468832526,-2.44641131422909
-0.637289819148917,0.734130031529445,0.234339034767399,-2.42669058001655
