"","t","","",""
"1",0.733515014526016,1.2311378572193,0.455548377568986,0.555136108691192
"2",-0.166666136648521,1.027277402417,-0.170241550444704,-0.162224153623319
"3",-0.622404249825044,1.2575533334618,-0.496789061988324,-0.578481645680859
"4",-0.0494577582204622,1.00008158383863,-0.0108087563762202,0.00680772493390169
"5",0.230322848498432,1.01325904993458,0.101658011164737,0.127904460596051
"6",-0.0224629944853226,1.00665518470008,0.0415347372110114,-0.107840282308447
"7",-0.123502435707075,1.01019011047558,-0.106411589067725,-0.0957111958693821
"8",-0.210284782017513,1.00878169383564,-0.0545585603016668,-0.121094464430527
"9",-0.0876734043893422,1.00437465388342,-0.0484463728775619,-0.0801336029294557
"10",-0.360387316831776,1.049649789401,-0.224131379142527,-0.227001773722661
"11",-0.123988809990443,1.00815740093843,-0.127774591870085,-0.0074161134938584
"12",-0.33186559894239,1.06353991964783,-0.276542175218895,-0.233755397819433
"13",0.0427465045450068,1.00614997090661,-0.109818218712519,0.0166650170773249
"14",0.167263156219631,1.02399580233143,0.174652164130186,0.134402473031676
"15",-0.0757485026064484,1.00603848480137,-0.0839434275468959,-0.0711823986187801
"16",-0.28415392939723,1.09859832785167,-0.406712746072123,-0.203722920018717
"17",0.0857359459099704,1.00703448567242,0.107203993989876,0.0512421604359242
"18",-0.0606742029010707,1.00764611720718,-0.0296810631245713,-0.120290199162253
"19",0.0288140221328126,1.00180563588784,0.00496145524367465,0.0599159082256686
"20",0.0298762546750627,1.01686110128276,0.183310192163352,0.0200965855560743
"21",-0.149796729551095,1.01960766213869,-0.119604319010707,-0.159042735030271
"22",0.448814434935726,1.14444984616863,0.345482132635638,0.436357131745236
"23",0.276157233435424,1.05316117098086,0.0317973860888573,0.328842482504465
"24",-0.238775457001063,1.02461463756627,-0.120364089940198,-0.188009684239766
"25",0.279775424102777,1.0456395183473,0.250681370257342,0.174702183545232
"26",0.667404372925112,1.2250669556133,0.473232384589444,0.526156018602295
"27",0.03615853470846,1.00025647011716,-0.0135159979247673,-0.0181748125531861
"28",0.0476832324347053,1.00319210107018,0.0574430047628645,0.055629963629386
"29",0.14004178432859,1.01684306858307,0.145751325036151,0.112811246671749
"30",0.0782048733535386,1.00466352371181,0.0127581583500715,0.0958437544785778
"31",0.02947263270786,1.00512173154104,-0.0445398293139053,-0.0910269126178717
"32",0.0193972377823057,1.00002975447303,0.00302953342387267,-0.00709448790432734
"33",0.0174639814759507,1.00031526672483,-0.0192312960002176,0.016148996777541
"34",0.0566810352844833,1.00391874579564,0.0344630299826187,0.0816403559785833
"35",0.00276052476501138,1.00580459631856,-0.0118933404007046,-0.107244740801877
"36",-0.391539643071916,1.09540191797225,-0.254432004827623,-0.367654344210278
"37",-0.170762381140731,1.00952963355799,-0.0987449839665708,-0.0969510658691678
"38",0.182989420029445,1.02148368717899,0.101807246149348,0.181835661530609
"39",-0.0984844810861174,1.02786096118114,-0.202574820352685,-0.124344672902733
"40",-0.126412900490912,1.00363411445377,-0.0160384656549132,-0.0838105203112725
"41",-0.215808686267114,1.03415907673759,-0.165546796891732,-0.205132284240265
"42",0.0797919074293181,1.01881645715425,0.00511482818250454,0.194835345615202
"43",-0.0780101684955007,1.01955622479274,-0.198156733133318,-0.0151262892857404
"44",0.0139352293733365,1.00581055272869,-0.107861875094679,0.00454795354496933
"45",0.0450685698088942,1.00168554983752,0.0487832360834489,-0.0315299322948608
"46",0.0711330122157997,1.0008398832668,0.0316858677051257,0.0260091854021495
"47",0.0465760348211178,1.00120404013507,0.0237284623489906,0.0429708047089443
"48",0.243593261964838,1.03791756101827,0.208436918654858,0.183920946093111
"49",-0.0207221916431769,1.00133653837779,-0.00555813327650304,0.0514195511931525
"50",-0.410894697733069,1.06599088335852,-0.289820081244271,-0.228781301489082
"51",-0.424105717620254,1.1556535526754,-0.477770412464021,-0.327521856958012
"52",0.228113778908109,1.0208178912819,0.139401268410174,0.150454157559213
"53",0.508655285566857,1.13971090308799,0.431064515364932,0.336339599528261
"54",0.530762234127607,1.09087178823935,0.261110759762801,0.349030699957209
"55",-0.44233198039587,1.13898136799513,-0.278112386696827,-0.468969142914387
