"","V1","V2","V3"
"1",1.01057646084669,-0.0921208009580374,0.113042210029101
"2",1.00948167403081,-0.0902570018351414,-0.104436218927011
"3",1.01307660089878,0.107601029883423,0.121434005355389
"4",1.02279189032081,-0.0844475995042051,-0.197412901918779
"5",1.01637847763781,-0.104389002231116,-0.14875532265619
"6",1.03196435343051,-0.171520812638339,-0.188496784012731
"7",1.01132425151938,0.125956465317053,0.0831366980103859
"8",1.01681578078177,-0.141781429821327,-0.117525989485952
"9",1.01247699183852,-0.0551477319201582,-0.148554322274537
"10",1.02143500542959,-0.12530541864779,-0.16621679329856
"11",1.03256422088425,-0.174897661208293,-0.188678770279439
"12",1.02486923621507,-0.203566433257072,-0.0944333552885968
"13",1.010916739484,0.103503774822766,0.106017087143509
"14",1.01400648077482,-0.154106816180527,-0.0667849703154804
"15",1.01380732154581,-0.104121423086739,-0.130245976806547
"16",1.00915411605573,-0.0981904829236547,-0.0935449571887689
"17",1.01018877069579,0.142430952101869,0.0139562288325526
"18",1.01149426805532,0.0712227890571342,0.134342728227801
"19",1.0029531274822,-0.0412029422717154,-0.0649406919771978
"20",1.01959132468462,-0.198182001228587,-0.0170400634143934
"21",1.01537991981449,0.0808567549093573,0.156392348751514
"22",1.01146527852562,-0.105072179413268,-0.109644182591919
"23",1.05029162769477,0.0654106022174976,0.31437868299756
"24",1.0060455045409,0.0458198029178802,0.100140415754713
"25",1.03532802923862,-0.139579678934086,-0.228957728316353
"26",1.00941153597151,0.0492070252383769,0.12841463164121
"27",1.01206643045648,0.0931139873895957,0.124932962060972
"28",1.01338716966074,-0.012339354387004,-0.163711013576746
"29",1.00825244674948,-0.108231679973732,-0.0697058091292889
"30",1.0143168018899,-0.0761221003681478,-0.15180250469508
"31",1.02077058023203,0.144873275301938,0.144859627124049
"32",1.00803989113626,-0.11299762623906,-0.0581029998049208
"33",1.01722188914794,-0.101526989796004,-0.156309443427695
"34",1.03095018780127,-0.0679667797743124,0.241327177447095
"35",1.00903048818821,0.0455495196709245,0.126758697339023
"36",1.01277432917437,-0.11878325219443,-0.107714348314009
"37",1.00168508211037,0.0383240010804207,0.0436379956419115
"38",1.00630981823341,-0.0840310625460755,-0.0748213258392261
"39",1.04068866405849,0.0966697717597809,0.271455062077976
"40",1.02463061728942,0.179185326022698,-0.133268604048484
"41",1.01795113878176,0.126608488617183,0.142108449985025
"42",1.00900136628459,-0.12714108901654,-0.0438052582215345
"43",1.02749740208464,-0.218108031612686,-0.0904422348060601
"44",1.00234287178338,0.0284181032673254,0.0623188897657391
"45",1.01215981052701,-0.149140836676633,-0.0471645299083501
"46",1.00447289693339,-0.00778693924466022,-0.094367177826604
"47",1.04470130391364,-0.205863532776342,-0.22140691107483
"48",1.03705908471403,-0.177639339141505,-0.20960870778018
"49",1.00614449416758,0.0922631620040546,0.0617596314816121
"50",1.03198394309235,-0.030937838303804,-0.253048827228129
