"","t","","",""
"1",0.670617724535987,1.25752973914181,0.518446362159191,0.559101434795135
"2",0.86804747604765,1.3326933124458,0.685064648976379,0.553857284650678
"3",0.690834832144901,1.1883815162047,0.390553162520733,0.509626191734717
"4",0.0497816307470202,1.00133965061769,0.00197188833373057,0.0517417390077729
"5",0.31593891303055,1.0509175533904,0.224329703047688,0.232602425513156
"6",0.550707899732515,1.12434468019119,0.292254335173666,0.422774601231479
"7",0.88295632507652,1.47838361969921,0.759413300461508,0.780326576554393
"8",0.612579438835382,1.16875755169306,0.491556067587069,0.352656840367363
"9",0.105856718029827,1.00677002837716,0.0898065455055548,0.0743012410589427
"10",0.477383341640234,1.08257460921131,0.207053437500752,0.359300234522807
"11",0.497059827437624,1.11059702008483,0.326364160382325,0.356247352045226
"12",0.770416610175744,1.2022900538691,0.390854796562073,0.541048890246523
"13",0.970378546277061,1.43521681480414,0.741072691199037,0.714603786622745
"14",0.967661771457642,1.64225295319196,1.00258285817777,0.83175860365601
"15",0.230131028685719,1.02057730014183,0.197561070571273,0.0504742405541235
"16",0.246762667084113,1.0489047702987,0.293527009742854,0.118503635837814
"17",0.131311245961115,1.00005285476543,0.00837153132783378,0.0059690692507892
"18",0.652282311348245,1.20413034823983,0.431755922429174,0.51333879553322
"19",0.351787966443226,1.1006485197403,0.336485466603669,0.313376283038483
"20",0.25344491796568,1.01087582757663,0.104585747178102,0.104555058538276
"21",0.545522144762799,1.11709203901389,0.22756065903457,0.442843956815443
"22",0.980267417384312,1.47522444133167,0.760723035722213,0.773037913186615
"23",0.425065390067175,1.06103283358141,0.291579409907414,0.201921077789914
"24",0.40547737525776,1.14663270584792,0.391009766573728,0.402340557940751
"25",0.0410541202872992,1.0004696772992,0.0282941617839714,0.0117904878655215
"26",0.896874797064811,1.4339377215084,0.631189781281428,0.811034431556757
"27",0.11340236896649,1.02176333611199,0.207330021590215,-0.0318524280094163
"28",0.303007148439065,1.01142410943603,0.130976758606554,0.0763139427193799
"29",0.0430493573658168,1.00239545726674,-0.0340871387517009,0.0602886367461913
"30",0.0281857862137258,1.00086243458016,0.0148740315115566,0.0387862880450794
"31",0.974269442958757,1.55141445078723,0.851126769652533,0.826117437228079
"32",0.595843304647133,1.1581515995833,0.417296285526109,0.408875210429126
"33",0.259981337236241,1.03266650261532,0.174273314886912,0.189812848200774
"34",0.836886290227994,1.36818624472138,0.617854291251061,0.700135469053974
"35",0.406608928693458,1.06727209435847,0.239317480905887,0.286001515256793
"36",0.794509991072118,1.26401720086221,0.522420678562564,0.569926415150024
"37",0.176079348661005,1.00766992935058,0.0634588509798039,0.106637989242714
"38",0.930273385019973,1.43493968615398,0.703639234909971,0.750961869867562
"39",0.0684290977660567,1.011749946282,0.138189585851956,0.067391335969083
"40",0.513220173306763,1.17849375023593,0.353244234455022,0.513873554650776
"41",0.0949277682229877,1.008451670514,0.129593985862536,-0.0134227639005657
"42",0.379588131327182,1.0610350277871,0.261115483891704,0.240029236267545
"43",0.577325396472588,1.188168555396,0.405708324930179,0.497137074773304
"44",0.0526618447620422,1.00510127045214,0.0974939210314866,-0.0268979409325602
"45",0.656897716922686,1.20303451647921,0.417190855845604,0.522727307148933
"46",0.342627652455121,1.06224346189061,0.305683411579635,0.186865791985529
"47",0.717608983162791,1.33137387730659,0.48671187570635,0.731893401542057
"48",0.508658180944622,1.17896203734315,0.543424568010295,0.307638138694033
"49",0.482636105734855,1.08618389648191,0.322144182030622,0.275714676722975
"50",0.506812116364017,1.14065669818884,0.362233791380231,0.412170333121362
"51",0.577687992947176,1.18843997195595,0.40799845333095,0.49591010175455
"52",0.0360700299497694,1.01201238442864,-0.15362103253732,-0.0238672285595522
"53",0.621440600370988,1.21664292067439,0.454492640283622,0.52312181789247
"54",0.248638048069552,1.03997703920276,0.158437225789374,0.237591850771688
"55",0.547605723375455,1.20522596305847,0.535450128761787,0.407262546325089
"56",0.77090622484684,1.36453650226458,0.57997471616189,0.724975306217667
"57",0.667227412573993,1.23091045139579,0.390733942328157,0.602052759870835
"58",0.90894864522852,1.52341609087189,0.759433226286175,0.862587827841301
"59",0.617073643254116,1.20066804529554,0.520621705976553,0.412985222810558
"60",0.268992212368175,1.05663370686968,0.230473782244816,0.251707421803438
"61",0.247524574398994,1.01936019013811,0.0441157985254798,0.192740741823986
"62",0.36652929475531,1.08216443294792,0.278031807500558,0.306232222268435
"63",0.62067368067801,1.18981139210899,0.409172265122727,0.498226059381348
"64",0.923262114170939,1.5373929655494,0.788626444900254,0.861188400365897
"65",0.605793528724462,1.19246372543988,0.471898218100812,0.44640991055669
"66",0.818827516399324,1.33313058096666,0.707976787611428,0.525362745264545
"67",0.746002233820036,1.20951467728192,0.525584720763835,0.432072280828088
"68",0.0437204651534557,1.00552900994547,-0.0773999442052925,0.0713991490070072
"69",0.335837840102613,1.08236788564238,0.259433313449986,0.322822855049496
"70",0.483319572871551,1.06963508691511,0.196653205975735,0.324725631478895
"71",0.47352336649783,1.17566970961347,0.406652894894518,0.465652970758834
"72",0.650526592275128,1.22895802694223,0.516377843215306,0.493651450946967
"73",0.773360124556348,1.3978786694909,0.700126010916585,0.681093490980267
"74",0.768728445516899,1.37104032822674,0.578201490890558,0.738535454501696
"75",0.00799342594109476,1.00375253879138,0.0866108185085772,0.0042101362714027
"76",0.472421194892377,1.11513270922727,0.278891196664832,0.407112588372556
"77",0.26547344471328,1.04245043549902,0.0947088712137518,0.278806635834807
"78",0.962649527937174,1.43347584089457,0.74283996859848,0.709254374312215
"79",0.372619856148958,1.03657945098065,0.175662017263676,0.208901445390389
"80",0.642979415599257,1.32412975011142,0.620035196521265,0.607351586978215
"81",0.612256044754758,1.21104657114346,0.437611513703186,0.524528321973879
"82",0.567039530491456,1.19785106280942,0.458792123469292,0.473663336259211
"83",0.924725176300853,1.52018377314986,0.773435318658439,0.84424908172876
"84",0.369880405720323,1.12438019081256,0.328363706519092,0.395484626417677
"85",0.824450938263908,1.29502943746025,0.565263781140904,0.597978345443134
"86",0.728625394403934,1.27244852508494,0.561331251796886,0.551391398869233
"87",0.0765691979322582,1.00077925363023,0.0213846304700846,-0.0331935547409213
"88",0.246379151940346,1.0251686251609,0.131471401001181,0.183537409628306
"89",0.662883677054197,1.27544730809489,0.503447649073687,0.610987970723393
"90",0.820767404511571,1.36210658254204,0.509845725817124,0.77161627644209
"91",0.503193605691195,1.11578969352454,0.364586828299635,0.334758248301665
"92",0.175315387081355,1.02468132612375,0.137093379819103,0.17657073742978
"93",0.88442776654847,1.42117019671746,0.764164048202059,0.660134861580108
"94",0.472845453070477,1.14721570055123,0.466748483690208,0.31344810824784
"95",0.915131376124918,1.47846337673522,0.735411112719723,0.803134142989605
"96",0.947594603523612,1.44533274913957,0.722046467237726,0.753415990595405
"97",0.497379604494199,1.11173394064552,0.326532112125899,0.35962360119132
"98",0.745135547127575,1.26166816140651,0.517236705191296,0.569449506374117
"99",0.603579693241045,1.11601481630934,0.410921860822216,0.276825386336552
"100",0.458013557596132,1.1303200918423,0.318953489122317,0.41939501880576
"101",0.71927756536752,1.23850494953986,0.450106431012463,0.575585537340858
"102",0.172008891357109,1.03360893400281,0.258560526560399,0.0386507769034713
"103",0.517876286525279,1.17972304187277,0.441911133262006,0.443239219637245
"104",0.430377827957273,1.06394959330233,0.287602538174315,0.221976388663018
"105",0.566369079984725,1.19686922460369,0.439936120593708,0.488827321863666
"106",0.405078911688179,1.07762224587467,0.337144126361464,0.218182361486771
"107",0.0484449001960456,1.00123320129348,0.0353123461575283,0.0349422606772697
"108",0.435917816590518,1.14657754462244,0.359998666709098,0.430163952232287
"109",0.0498460528906435,1.00106073713783,-0.00231851491742604,0.0460133016368272
"110",0.781408228911459,1.37939668392827,0.69528017892413,0.647549754403109
"111",0.878328818362206,1.38990160478259,0.715324705744973,0.648179787040675
"112",0.888201549649239,1.39710584960043,0.729425021067805,0.647953619966707
"113",0.494852273259312,1.1240336294108,0.294300655976097,0.420521966059378
"114",0.0103354305028915,1.00868986994921,-0.101947497976721,0.084035476998961
"115",0.491022327216342,1.13519066896167,0.409037428150816,0.348347868185523
"116",0.456213539931923,1.07678490458283,0.336826175783321,0.214508410195566
"117",0.0237589713651687,1.01634877621017,0.104717107774174,0.148321145637861
"118",0.00229004817083478,1.00386291327221,0.00577501198230702,-0.0877917870871932
"119",0.701071189716458,1.25465279218928,0.582245728124346,0.484916014407969
"120",0.0321163940243423,1.00548525598209,-0.0810548978327001,0.0665635300649233
"121",0.294137587537989,1.06320659983755,0.31549326901525,0.175705068635455
"122",0.867952889297158,1.55265723954275,0.778009207588956,0.897466532195673
