"","t","","",""
"1",0.362328095594421,1.04439836817076,0.172819474489533,0.246782050957745
"2",0.41591546498239,1.07729384051557,0.344427727666898,0.204771968850741
"3",0.559537090593949,1.18501161719111,0.462113053573194,0.436696758168801
"4",0.629989023087546,1.17780564609343,0.394267256498426,0.481434803917178
"5",0.825006248662248,1.29166199182591,0.609095262653019,0.545338117264255
"6",0.309984321007505,1.02635873113263,0.124096096540456,0.19496769936481
"7",0.307313143042848,1.09405712658567,0.262014598333997,0.358202940374266
"8",0.53500384488143,1.09507318277142,0.356932110657448,0.267926751196546
"9",0.175837692571804,1.02955412858544,0.10308920801624,0.222158319398363
"10",0.0889271774794906,1.01654566849216,0.103518829746632,0.150495674416434
"11",0.766175773926079,1.36069499195539,0.7646845104877,0.516476970011881
"12",0.447427124949172,1.11923032627784,0.378183179883774,0.33114046221052
"13",0.0165660239290446,1.00471191358873,0.0841355904923607,-0.0486542055698846
"14",0.0996607001870871,1.00044913413547,-0.0281288598338785,0.0103555413595898
"15",0.323670773999766,1.07472698416548,0.355649169206817,0.168972657361871
"16",0.754713128088042,1.34583386744339,0.563566314211041,0.702610708888083
"17",0.909786212723702,1.32211555474203,0.603120280383672,0.61986729828306
"18",0.886157457949594,1.41955603769857,0.721215719831836,0.703553288410984
"19",0.990018335171044,1.40564938963894,0.636690888451193,0.75529790093417
"20",0.474404444452375,1.1427852989003,0.421227560586601,0.358504646531814
"21",0.952985396841541,1.44503353423447,0.731083978517818,0.744068633539085
"22",0.321543368510902,1.03293038562861,0.154708755738693,0.207389446338662
"23",0.159680468030274,1.02802503771185,0.196497709351464,0.134996771746869
"24",0.513360976008698,1.13483423355483,0.435307773216897,0.313617410589598
"25",0.26880066213198,1.05409921123129,0.225243194169182,0.245745092725957
"26",0.750339055433869,1.20143979739013,0.539876067179547,0.389860768531003
"27",0.984030088875443,1.43381278181735,0.738768439105181,0.714171048618533
"28",0.222328752512112,1.04516637383269,0.246403041607984,0.177927766458503
"29",0.736963355215266,1.25196341540501,0.570205343815135,0.492217695128125
"30",0.507526038214564,1.15276280962722,0.379040239166073,0.430337765426856
"31",0.121015884913504,1.0253109677752,0.0327840047861744,0.224026314682683
"32",0.306670426391065,1.03181221507414,0.218250386846623,0.130396379618058
"33",0.928657375974581,1.3561450133163,0.660250451830822,0.634979242180286
"34",0.65167113346979,1.19021031409323,0.344494394211895,0.545824334498269
"35",0.487624872708693,1.12008154701525,0.348428901193641,0.364938313660086
"36",0.850760894594714,1.34487887901776,0.614150490548481,0.656900581661433
"37",0.158114462625235,1.00387577702247,0.0391326224622572,0.078963368416592
"38",0.151204480556771,1.01905917865114,0.0832094897072507,0.177645124942402
"39",0.376421112800017,1.05481409115278,0.252093688735037,0.22154353746936
"40",0.248861864442006,1.0200680703634,0.156919473137214,0.126155250089887
