"theta.1","theta.2","t","true.1","true.2"
-0.76630275324922,-0.734927619095008,0.000592628959566355,-1.17262473773856,-0.729614032221615
-0.870763472501521,-0.603872794624892,0.000841954024508595,-1.17681632233308,-0.721230863032583
-1.39376043078034,-0.616048175117801,0.00256133172661066,-1.18100790692759,-0.712847693843551
-1.4289145413295,-0.878225335967016,0.00315353204496205,-1.18519949152211,-0.704464524654519
-1.10219293244874,-0.477421615495413,0.00376142910681665,-1.18939107611662,-0.696081355465487
-1.28904834169132,-0.628141528794537,0.0038578559178859,-1.19358266071114,-0.687698186276455
-1.10589068080501,-0.828862653773181,0.00400589406490326,-1.19777424530566,-0.679315017087422
-0.979624926725168,-0.6902855845304,0.00408251024782658,-1.20196582990017,-0.670931847898391
-1.01724463821986,-0.635345761753635,0.00454097799956799,-1.20615741449469,-0.662548678709358
-1.31717056404754,-0.620128399893274,0.00471493159420788,-1.21034899908921,-0.654165509520326
-1.39295544058119,-1.00312954739169,0.00920020206831396,-1.21454058368372,-0.645782340331294
-1.19768608369581,-0.704575225484656,0.0103627445641905,-1.21873216827824,-0.637399171142262
-1.2388189975966,-0.682065366070992,0.0107233417220414,-1.22292375287275,-0.62901600195323
-1.39502554286708,-0.435307323618355,0.0122171251568943,-1.22711533746727,-0.620632832764198
-0.865234143378381,-0.630122255312932,0.0125545163173229,-1.23130692206179,-0.612249663575165
-1.18943202721157,-0.18111635484966,0.0133362405467778,-1.2354985066563,-0.603866494386133
-1.09216152864693,-0.229971145825499,0.0138813045341522,-1.23969009125082,-0.595483325197101
-1.17031928185099,-0.482017365162393,0.0140731800347567,-1.24388167584533,-0.587100156008069
-1.18896145392371,-0.260615996823385,0.0140968433115631,-1.24807326043985,-0.578716986819037
-1.28219440284718,-0.615644045738678,0.0142056390177459,-1.25226484503437,-0.570333817630005
-1.83828739440469,-0.483633617601309,0.0147580839693546,-1.25645642962888,-0.561950648440972
-1.42313189228267,-0.737400712329343,0.0148075439501554,-1.2606480142234,-0.55356747925194
-1.3882261476548,-0.655060899984665,0.0159899920690805,-1.26483959881791,-0.545184310062909
-1.46908235310375,-0.841701437825762,0.01746458071284,-1.26903118341243,-0.536801140873876
-1.27558451533025,-0.338040447423264,0.0179662317968905,-1.27322276800695,-0.528417971684844
-1.27997624605408,-0.390527413348536,0.0184269789606333,-1.27741435260146,-0.520034802495812
-1.04595410903552,-0.411147185830631,0.0190088120289147,-1.28160593719598,-0.51165163330678
-1.37942487180608,-0.86323755977019,0.0200108315329999,-1.28579752179049,-0.503268464117748
-1.03768209658484,-0.5074714637243,0.0203870625700802,-1.28998910638501,-0.494885294928716
-1.14545145895311,-0.0549526982245663,0.0212396422866732,-1.29418069097953,-0.486502125739683
-1.67558159361006,-0.81262150688489,0.0216430940199643,-1.29837227557404,-0.478118956550651
-1.18978613668096,-0.574388682524059,0.0228701313026249,-1.30256386016856,-0.469735787361619
-1.4663909791062,-0.185144410600595,0.0245985023211688,-1.30675544476307,-0.461352618172587
-1.13164343274806,-0.711023505902273,0.0249556738417596,-1.31094702935759,-0.452969448983555
-0.985778247435514,-0.272511609244451,0.025857798056677,-1.31513861395211,-0.444586279794523
-1.31168074183878,-0.195723653664734,0.026037432719022,-1.31933019854662,-0.43620311060549
-1.42101134370312,-0.286521066309811,0.0263298458885401,-1.32352178314114,-0.427819941416459
-1.42952747441144,-0.448247319363324,0.0274780769832432,-1.32771336773565,-0.419436772227426
-1.36427999662012,-0.239063461310532,0.0281216267030686,-1.33190495233017,-0.411053603038394
-1.51369574512177,-0.346383150253954,0.0284565815236419,-1.33609653692469,-0.402670433849362
-1.26527041620956,-0.149756485502126,0.0287580250296742,-1.3402881215192,-0.39428726466033
-1.3155696807922,-0.44813964472527,0.0289094541221857,-1.34447970611372,-0.385904095471298
-1.14317194556752,-0.90446826977116,0.0290506083983928,-1.34867129070824,-0.377520926282266
-1.43271137299444,-0.308319406113446,0.0302546543534845,-1.35286287530275,-0.369137757093234
-1.1694246865596,-0.45125912688614,0.0307269128970802,-1.35705445989727,-0.360754587904201
-1.2802528728636,-0.17330726707346,0.0322419246658683,-1.36124604449178,-0.352371418715169
-1.33176056985447,-0.148757268965764,0.0329447570256889,-1.3654376290863,-0.343988249526137
-1.03530275615665,-0.598820337676281,0.0337213075254112,-1.36962921368082,-0.335605080337105
-1.10797615348497,-0.159279028777954,0.034146856283769,-1.37382079827533,-0.327221911148073
-1.35891006438348,-0.298734286428747,0.0358697127085179,-1.37801238286985,-0.318838741959041
-1.16492134685657,-0.0321745934450357,0.0364550873637199,-1.38220396746436,-0.310455572770008
-1.56318299797335,-0.231942333708124,0.0384484820533544,-1.38639555205888,-0.302072403580977
-1.67411751399746,-0.356913672921631,0.0388399427756667,-1.3905871366534,-0.293689234391944
-1.87687829219004,-0.0733364321152195,0.0391272767446935,-1.39477872124791,-0.285306065202912
-1.56974531247052,0.0991764823010342,0.0401853038929403,-1.39897030584243,-0.27692289601388
-1.77220009958448,-0.195759105663911,0.0407653143629432,-1.40316189043694,-0.268539726824848
-1.84969622707708,-0.626270310994952,0.0409996167290956,-1.40735347503146,-0.260156557635816
-1.67748584361147,-0.461158403311023,0.0410827556625009,-1.41154505962598,-0.251773388446784
-1.57335366012078,-0.33508590078583,0.0413208107929677,-1.41573664422049,-0.243390219257751
-1.51036985146502,-0.187195304202403,0.041730399010703,-1.41992822881501,-0.235007050068719
-1.67691341169456,-0.287845842470372,0.0429307722952217,-1.42411981340952,-0.226623880879687
-1.53017027060943,-0.218588194460714,0.0430386271327734,-1.42831139800404,-0.218240711690655
-1.34498153493672,0.222328428301759,0.0430499350186437,-1.43250298259856,-0.209857542501623
-1.26640221355732,0.103004594749697,0.0446624902542681,-1.43669456719307,-0.201474373312591
-1.62418807565619,-0.227801555187584,0.0450088020879775,-1.44088615178759,-0.193091204123559
-1.70968661601186,0.169706145000529,0.0456136171706021,-1.44507773638211,-0.184708034934526
-1.10177260075546,-0.174266124732003,0.0457882152404636,-1.44926932097662,-0.176324865745495
-1.42963148597308,0.0158163183844047,0.0462173011619598,-1.45346090557114,-0.167941696556462
-1.64169619638205,-0.541454983523055,0.0469142091460526,-1.45765249016565,-0.15955852736743
-1.43440072504968,0.162537809825375,0.0473062579985708,-1.46184407476017,-0.151175358178398
-1.59763739355342,0.0829429510377446,0.0498573824297637,-1.46603565935469,-0.142792188989366
-2.04499609137702,0.215902142122531,0.0511592051479965,-1.4702272439492,-0.134409019800334
-1.490283578154,-0.279820533948345,0.0520529064815491,-1.47441882854372,-0.126025850611302
-1.29070085707776,-0.206365531069197,0.0527454507537186,-1.47861041313823,-0.11764268142227
-1.3558065415979,-0.104760529538696,0.053639302495867,-1.48280199773275,-0.109259512233237
-1.23594243448207,0.289286144322615,0.0549294045194983,-1.48699358232727,-0.100876343044205
-1.60279914787306,0.493064434274435,0.0556006438564509,-1.49118516692178,-0.0924931738551731
-1.58515839699137,-0.0455661767860756,0.0558276071678847,-1.4953767515163,-0.0841100046661412
-1.77461843770705,-0.113757877937689,0.0561335107777268,-1.49956833611081,-0.0757268354771088
-1.19269280705247,-0.0481375179022416,0.0563773517496884,-1.50375992070533,-0.0673436662880764
-1.27778246523326,-0.0391331931892265,0.0570088981185108,-1.50795150529985,-0.0589604970990445
-1.52534337450201,0.107781503217937,0.0570853638928384,-1.51214308989436,-0.0505773279100126
-1.54337901353819,-0.151826684586293,0.0577364519704133,-1.51633467448888,-0.0421941587209802
-1.69630986957176,-0.0585709561463341,0.0581597473938018,-1.52052625908339,-0.0338109895319478
-1.18726829580839,0.232085288329783,0.0589662911370397,-1.52471784367791,-0.0254278203429159
-1.9573182625997,0.00592499029012084,0.0606594479177147,-1.52890942827243,-0.017044651153884
-1.7558297050802,0.215372414038544,0.0609091361984611,-1.53310101286694,-0.00866148196485161
-1.81839702919913,0.0249613495156273,0.0613926229998469,-1.53729259746146,-0.000278312775819689
-1.91270372485312,-0.046143184892403,0.061542586889118,-1.54148418205597,0.00810485641321268
-1.31687159354485,0.447771578814047,0.0615618191659451,-1.54567576665049,0.0164880256022446
-1.71766987500443,0.119211674572587,0.0617709327489138,-1.54986735124501,0.024871194791277
-1.7901822092711,-0.581378710324155,0.0627242191694677,-1.55405893583952,0.0332543639803089
-0.990810831809673,-0.22348889796485,0.0631483651231974,-1.55825052043404,0.0416375331693413
-1.59654252627945,0.411542021240684,0.0641160656232387,-1.56244210502855,0.0500207023583732
