"theta.1","theta.2","t","true.1","true.2"
-2.21602018500062,1.09175718807636,0.000844365218654275,-1.78772470115528,0.232991527935202
-1.71093774948639,1.05027328207694,0.00127615756355226,-1.77514575159135,0.22670205315324
-1.72616121982223,1.31760902680106,0.00206489115953445,-1.76256680202743,0.220412578371278
-2.01874775240746,0.561860116342412,0.00352762895636261,-1.74998785246351,0.214123103589317
-0.449525362996485,0.742611923564655,0.00412836694158614,-1.73740890289958,0.207833628807355
-2.85023498636064,0.0331596955381244,0.0043638669885695,-1.72482995333566,0.201544154025394
-1.76189292020063,-1.11228983882598,0.010326974792406,-1.71225100377174,0.195254679243432
-0.885906782183391,0.932460756810218,0.0125922609586269,-1.69967205420781,0.18896520446147
-1.1323814552123,-0.207602394420927,0.0141306596342474,-1.68709310464389,0.182675729679509
0.016657576219882,1.65811931458704,0.0182300116866827,-1.67451415507997,0.176386254897547
-0.166104535318373,0.0203458226438422,0.0208868584595621,-1.66193520551605,0.170096780115586
-0.555428858434181,-1.00057563212886,0.0209353324025869,-1.64935625595212,0.163807305333624
-0.861488900870796,0.108611627189533,0.0214931154623628,-1.6367773063882,0.157517830551663
-2.18914932353917,-0.0808370435164623,0.0218135397881269,-1.62419835682428,0.151228355769701
-0.807991969660602,-0.447448229700735,0.0234688129276037,-1.61161940726035,0.14493888098774
-0.482689515854738,1.01627466122364,0.0245490288361907,-1.59904045769643,0.138649406205778
-0.98516708536235,-0.83866563366115,0.0254097017459571,-1.58646150813251,0.132359931423817
-2.85052564413078,0.455429009870406,0.027555582113564,-1.57388255856858,0.126070456641855
-2.46873679130258,0.283229498904914,0.0278521734289825,-1.56130360900466,0.119780981859894
-1.31931141128249,-2.41628575881948,0.0287128323689103,-1.54872465944074,0.113491507077932
-0.831266480190966,1.21637867305291,0.0291080325841904,-1.53614570987681,0.10720203229597
-1.76564113291789,-0.326556212667652,0.0319322589784861,-1.52356676031289,0.100912557514009
-1.24718915592672,-1.3744696742372,0.0322777135297656,-1.51098781074897,0.0946230827320473
-1.2018730209925,-0.430711823951246,0.033541398588568,-1.49840886118504,0.0883336079500858
-1.31536320276245,0.248604217221171,0.0337858856655657,-1.48582991162112,0.0820441331681243
-1.79355588240529,0.813980164338576,0.034684473183006,-1.4732509620572,0.0757546583861628
-2.31000307255502,0.695731376685312,0.0353112954180688,-1.46067201249328,0.0694651836042013
-0.408099033037861,-0.534947764106483,0.036414184840396,-1.44809306292935,0.0631757088222398
-1.06267849492605,1.45276076492156,0.0373826320283115,-1.43551411336543,0.0568862340402783
-0.301026658266973,-0.810462288704041,0.0374953108839691,-1.42293516380151,0.0505967592583167
-1.03560796420017,-0.71896769522299,0.0381023369263858,-1.41035621423758,0.0443072844763552
-1.07287752671113,0.0887753384294556,0.0396900216583163,-1.39777726467366,0.0380178096943933
-1.99535221003287,1.11332402170788,0.0397306331433356,-1.38519831510974,0.0317283349124322
-1.26795778215046,0.751209599467223,0.0411674925126135,-1.37261936554581,0.0254388601304703
-1.80703402681662,-0.26099803229556,0.0426170919090509,-1.36004041598189,0.0191493853485087
-1.12745138005867,0.3708521091658,0.0429131588898599,-1.34746146641797,0.0128599105665472
0.0641173849311407,-0.332695577991264,0.0432614730671048,-1.33488251685404,0.00657043578458572
-0.0679830356268543,0.347146153746985,0.0448304424062371,-1.32230356729012,0.000280961002624203
-1.13538247609712,0.78180288376647,0.0455250984523445,-1.3097246177262,-0.00600851377933731
-1.01539629833989,-1.73024161104274,0.0466272509656847,-1.29714566816228,-0.0122979885612988
-2.37229352580018,-0.193639060864421,0.0467791736591607,-1.28456671859835,-0.0185874633432603
-0.303301713192198,0.153569283363538,0.0471140658482909,-1.27198776903443,-0.0248769381252218
-1.50587657020091,0.983238150928483,0.0471465857699513,-1.25940881947051,-0.0311664129071834
-1.16880441462552,-0.481467184926293,0.0476653673686087,-1.24682986990658,-0.0374558876891449
-0.164851497952418,-0.0908852195031615,0.0481115134898573,-1.23425092034266,-0.0437453624711068
-0.647091919485043,0.212195952579795,0.0488764278125018,-1.22167197077874,-0.0500348372530679
-1.75451346726383,-0.274654146610824,0.0498778424225748,-1.20909302121481,-0.0563243120350299
-1.16219279350391,-0.463386059351689,0.0501125352457166,-1.19651407165089,-0.0626137868169914
-1.45757858059701,-0.0926635426615179,0.0501987335737795,-1.18393512208697,-0.0689032615989529
-1.91032479593664,-0.649068992508468,0.0513618136756122,-1.17135617252304,-0.0751927363809144
-1.41694567341149,-0.387428441517251,0.0514016295783222,-1.15877722295912,-0.0814822111628759
0.131018984746831,0.810612812508444,0.0514134103432298,-1.1461982733952,-0.0877716859448374
-1.76158509310851,-0.225291272090826,0.0521969373803586,-1.13361932383128,-0.0940611607267989
-1.31537072689095,-0.905534925770741,0.0525469612330198,-1.12104037426735,-0.10035063550876
-1.16814277780063,-0.32367844267151,0.0576005780603737,-1.10846142470343,-0.106640110290722
-0.924306911870635,0.362860432182861,0.0580245763994753,-1.09588247513951,-0.112929585072683
-2.40946663516969,-0.954240316756676,0.059718226082623,-1.08330352557558,-0.119219059854645
-1.47477637434111,-0.169162269799302,0.061477174051106,-1.07072457601166,-0.125508534636607
-1.13173447854571,-0.125126580505895,0.0620840606279671,-1.05814562644774,-0.131798009418568
-1.25136669456466,0.950180435279316,0.0628790003247559,-1.04556667688381,-0.13808748420053
0.403537809831018,0.695757608642219,0.0636026503052562,-1.03298772731989,-0.144376958982491
-0.212586265409633,0.411117869069755,0.0657659154385328,-1.02040877775597,-0.150666433764453
-1.6378172963032,0.312000382983034,0.0680449299979955,-1.00782982819204,-0.156955908546415
-2.04403490681376,-0.523908066079355,0.0698438491672277,-0.995250878628121,-0.163245383328376
-0.379016428695842,-1.0542704491351,0.0711017679423094,-0.982671929064198,-0.169534858110338
